surah,verse,local,ref1,ref2,arabic,raw_best_similarity,sn_sim_ref1,sn_sim_ref2,style_normalized_similarity,classification
2,197,Al-ḥaju ashhurum-maʿlūmātun faman faraḍa fīhinna l-ḥaja falā rafatha walā fusūqa walā jidāla fī l-ḥaji wamā tafʿalū min khayriy-yaʿlamhu l-lahu watazawwadū fa-inna khayra z-zādi t-taqwā wa-ittaqūni yāulī l-albāb,Al-Hajju ashhurum ma'-loomaat; faman farada feeinnal hajja falaa rafasa wa laa fusooqa wa laa jidaala fil Hajj; wa maa taf'aloo min khairiny ya'lamhul laah; wa tazawwadoo fa inna khairaz zaadit taqwaa; wattaqooni yaaa ulil albaab,Alhajju ashhurun maAAloomatunfaman farada feehinna alhajja fala rafathawala fusooqa wala jidala fee alhajjiwama tafAAaloo min khayrin yaAAlamhu Allahuwatazawwadoo fa-inna khayra azzadi attaqwawattaqooni ya olee al-albab,ٱلْحَجُّ أَشْهُرٌۭ مَّعْلُومَٰتٌۭ ۚ فَمَن فَرَضَ فِيهِنَّ ٱلْحَجَّ فَلَا رَفَثَ وَلَا فُسُوقَ وَلَا جِدَالَ فِى ٱلْحَجِّ ۗ وَمَا تَفْعَلُوا۟ مِنْ خَيْرٍۢ يَعْلَمْهُ ٱللَّهُ ۗ وَتَزَوَّدُوا۟ فَإِنَّ خَيْرَ ٱلزَّادِ ٱلتَّقْوَىٰ ۚ وَٱتَّقُونِ يَٰٓأُو۟لِى ٱلْأَلْبَٰبِ,0.4419,0.2161,0.4419,0.4419,REAL_ERROR
2,213,Kāna n-nāsu ummataw-wāḥidatan fabaʿatha l-lahu n-nabiyīna mubashirīna wamundhirīna wa-anzala maʿahumu l-kitāba bil-ḥaqi liyaḥkuma bayna n-nāsi fīmā ikh'talafū fīhi wamā ikh'talafa fīhi illā alladhīna ūtūhu min baʿdi mā jāathumu l-bayinātu baghyan baynahum fahadā l-lahu alladhīna āmanū limā ikh'talafū fīhi mina l-ḥaqi bi-idh'nihi wal-lahu yahdī may-yashāu ilā ṣirāṭim-mus'taqīmin,Kaanan naasu ummatanw waahidatan fab'asal laahun Nabiyyeena mubashshireena wa munzireena wa anzala ma'ahumul kitaaba bilhaqqi liyahkuma bainan naasi feemakh talafoo feeh; wa makh talafa feehi 'illallazeena ootoohu mim ba'di maa jaaa'athumul baiyinaatu baghyam bainahm fahadal laahul lazeena aamanoo limakh talafoo feehi minal haqqi bi iznih; wallaahu yahdee mai yashaaa'u ilaa Siraatim Mustaqeem,Kana annasu ommatan wahidatanfabaAAatha Allahu annabiyyeena mubashshireenawamunthireena waanzala maAAahumu alkitaba bilhaqqiliyahkuma bayna annasi feemaikhtalafoo feehi wama ikhtalafa feehi illa allatheenaootoohu min baAAdi ma jaat-humu albayyinatubaghyan baynahum fahada Allahu allatheena amanoolima ikhtalafoo feehi mina alhaqqi bi-ithnihiwallahu yahdee man yashao ila siratinmustaqeem,كَانَ ٱلنَّاسُ أُمَّةًۭ وَٰحِدَةًۭ فَبَعَثَ ٱللَّهُ ٱلنَّبِيِّۦنَ مُبَشِّرِينَ وَمُنذِرِينَ وَأَنزَلَ مَعَهُمُ ٱلْكِتَٰبَ بِٱلْحَقِّ لِيَحْكُمَ بَيْنَ ٱلنَّاسِ فِيمَا ٱخْتَلَفُوا۟ فِيهِ ۚ وَمَا ٱخْتَلَفَ فِيهِ إِلَّا ٱلَّذِينَ أُوتُوهُ مِنۢ بَعْدِ مَا جَآءَتْهُمُ ٱلْبَيِّنَٰتُ بَغْيًۢا بَيْنَهُمْ ۖ فَهَدَى ٱللَّهُ ٱلَّذِينَ ءَامَنُوا۟ لِمَا ٱخْتَلَفُوا۟ فِيهِ مِنَ ٱلْحَقِّ بِإِذْنِهِۦ ۗ وَٱللَّهُ يَهْدِى مَن يَشَآءُ إِلَىٰ صِرَٰطٍۢ مُّسْتَقِيمٍ,0.0574,0.0544,0.0574,0.0574,REAL_ERROR
2,214,Am ḥasib'tum an tadkhulū l-janata walammā yatikum mathalu alladhīna khalaw min qablikum massathumu l-basāu wal-ḍarāu wazul'zilū ḥattā yaqūla r-rasūlu wa-alladhīna āmanū maʿahu matā naṣru l-lahi alā inna naṣra l-lahi qarībun,Am hasibtum an tadkhulul jannata wa lammaa yaa-tikum masalul lazeena khalaw min qablikum massathumul baasaaa'u waddarraaaa'u wa zulziloo hattaa yaqoolar Rasoolu wallazeena aamanoo ma'ahoo mataa nasrul laah; alaaa inna nasral laahiqareeb,Am hasibtum an tadkhuloo aljannatawalamma ya/tikum mathalu allatheena khalaw minqablikum massat-humu alba/sao waddarraowazulziloo hatta yaqoola arrasoolu wallatheenaamanoo maAAahu mata nasru Allahi alainna nasra Allahi qareeb,أَمْ حَسِبْتُمْ أَن تَدْخُلُوا۟ ٱلْجَنَّةَ وَلَمَّا يَأْتِكُم مَّثَلُ ٱلَّذِينَ خَلَوْا۟ مِن قَبْلِكُم ۖ مَّسَّتْهُمُ ٱلْبَأْسَآءُ وَٱلضَّرَّآءُ وَزُلْزِلُوا۟ حَتَّىٰ يَقُولَ ٱلرَّسُولُ وَٱلَّذِينَ ءَامَنُوا۟ مَعَهُۥ مَتَىٰ نَصْرُ ٱللَّهِ ۗ أَلَآ إِنَّ نَصْرَ ٱللَّهِ قَرِيبٌۭ,0.1741,0.1572,0.1741,0.1741,REAL_ERROR
2,217,Yasalūnaka ʿani sh-shahri l-ḥarāmi qitālin fīhi qul qitālun fīhi kabīruw-waṣaddun ʿan sabīli l-lahi wakuf'run bihi wal-masjidi l-ḥarāmi wa-ikh'rāju ahlihi min'hu akbaru ʿinda l-lahi wal-fit'natu akbaru mina l-qatli walā yazālūna yuqātilūnakum ḥattā yaruddūkum ʿan dīnikum ini is'taṭāʿū wamay-yartadid minkum ʿan dīnihi fayamut wahuwa kāfirun fa-ulāika ḥabiṭat aʿmāluhum fī d-dun'yā wal-ākhirati wa-ulāika aṣḥābu n-nāri hum fīhā khālidūn,Yas'aloonaka 'anish Shahril Haraami qitaalin feehi qul qitaahun feehi kabeerunw wa saddun 'an sabeelil laahi wa kufrum bihee wal Masjidil Haraami wa ikhraaju ahlihee minhu akbaru 'indal laah; walfitnatu akbaru minal qatl; wa laa yazaaloona yuqaatiloonakum hatta yaruddookum 'an deenikum inis tataa'oo; wa mai yartadid minkum 'an deenihee fayamut wahuwa kaafirun fa ulaaa'ika habitat a'maaluhum fid dunyaa wal aakhirati wa ulaaa'ika ashaabun Naari hum feehaa khaalidoon,Yas-aloonaka AAani ashshahri alharamiqitalin feehi qul qitalun feehi kabeerun wasaddunAAan sabeeli Allahi wakufrun bihi walmasjidi alharamiwa-ikhraju ahlihi minhu akbaru AAinda Allahi walfitnatuakbaru mina alqatli wala yazaloona yuqatiloonakumhatta yaruddookum AAan deenikum ini istataAAoowaman yartadid minkum AAan deenihi fayamut wahuwa kafirunfaola-ika habitat aAAmaluhum fee addunyawal-akhirati waola-ika as-habuannari hum feeha khalidoon,يَسْـَٔلُونَكَ عَنِ ٱلشَّهْرِ ٱلْحَرَامِ قِتَالٍۢ فِيهِ ۖ قُلْ قِتَالٌۭ فِيهِ كَبِيرٌۭ ۖ وَصَدٌّ عَن سَبِيلِ ٱللَّهِ وَكُفْرٌۢ بِهِۦ وَٱلْمَسْجِدِ ٱلْحَرَامِ وَإِخْرَاجُ أَهْلِهِۦ مِنْهُ أَكْبَرُ عِندَ ٱللَّهِ ۚ وَٱلْفِتْنَةُ أَكْبَرُ مِنَ ٱلْقَتْلِ ۗ وَلَا يَزَالُونَ يُقَٰتِلُونَكُمْ حَتَّىٰ يَرُدُّوكُمْ عَن دِينِكُمْ إِنِ ٱسْتَطَٰعُوا۟ ۚ وَمَن يَرْتَدِدْ مِنكُمْ عَن دِينِهِۦ فَيَمُتْ وَهُوَ كَافِرٌۭ فَأُو۟لَٰٓئِكَ حَبِطَتْ أَعْمَٰلُهُمْ فِى ٱلدُّنْيَا وَٱلْءَاخِرَةِ ۖ وَأُو۟لَٰٓئِكَ أَصْحَٰبُ ٱلنَّارِ ۖ هُمْ فِيهَا خَٰلِدُونَ,0.1754,0.1392,0.1764,0.1764,REAL_ERROR
2,219,Yasalūnaka ʿani l-khamri wal-maysiri qul fīhimā ith'mun kabīruw-wamanāfiʿu lilnnāsi wa-ith'muhumā akbaru min-nafʿihimā wayasalūnaka mādhā yunfiqūna quli l-ʿafwa kadhālika yubayyinu l-lahu lakumu l-āyāti laʿallakum tatafakkarūn,Yas'aloonaka 'anilkhamri walmaisiri qul feehimaaa ismun kabeerunw wa manaafi'u linnaasi wa ismuhumaa akbaru min naf'ihimaa; wa yas'aloonaka maaza yunfiqoona qulil-'afw; kazaalika yubaiyinul laahu lakumul-aayaati la'allakum tatafakkaroon,Yas-aloonaka AAani alkhamri walmaysiriqul feehima ithmun kabeerun wamanafiAAu linnasiwa-ithmuhuma akbaru min nafAAihima wayas-aloonaka mathayunfiqoona quli alAAafwa kathalika yubayyinu Allahulakumu al-ayati laAAallakum tatafakkaroon,۞ يَسْـَٔلُونَكَ عَنِ ٱلْخَمْرِ وَٱلْمَيْسِرِ ۖ قُلْ فِيهِمَآ إِثْمٌۭ كَبِيرٌۭ وَمَنَٰفِعُ لِلنَّاسِ وَإِثْمُهُمَآ أَكْبَرُ مِن نَّفْعِهِمَا ۗ وَيَسْـَٔلُونَكَ مَاذَا يُنفِقُونَ قُلِ ٱلْعَفْوَ ۗ كَذَٰلِكَ يُبَيِّنُ ٱللَّهُ لَكُمُ ٱلْءَايَٰتِ لَعَلَّكُمْ تَتَفَكَّرُونَ,0.2926,0.0746,0.2939,0.2939,REAL_ERROR
2,220,Fī d-dun'yā wal-ākhirati wayasalūnaka ʿani l-yatāmā qul iṣ'lāḥul-lahum khayruw-wa-in tukhāliṭūhum fa-ikh'wānukum wal-lahu yaʿlamu l-muf'sida mina l-muṣ'liḥi walaw shāa l-lahu la-aʿnatakum inna l-laha ʿazīzun ḥakīmun,"Fid dunyaa wal aakhirah; wa yas'aloonaka 'anil yataamaa qul islaahullahum khayr, wa in tukhaalitoohum fa ikhwaanukum; wallaahu ya'lamul mufsida minalmuslih; wa law shaaa'al laahu la-a'natakum; innal laaha 'Azeezun Hakeem",Fee addunya wal-akhiratiwayas-aloonaka AAani alyatama qul islahunlahum khayrun wa-in tukhalitoohum fa-ikhwanukumwallahu yaAAlamu almufsida mina almuslihiwalaw shaa Allahu laaAAnatakum inna AllahaAAazeezun hakeem,فِى ٱلدُّنْيَا وَٱلْءَاخِرَةِ ۗ وَيَسْـَٔلُونَكَ عَنِ ٱلْيَتَٰمَىٰ ۖ قُلْ إِصْلَاحٌۭ لَّهُمْ خَيْرٌۭ ۖ وَإِن تُخَالِطُوهُمْ فَإِخْوَٰنُكُمْ ۚ وَٱللَّهُ يَعْلَمُ ٱلْمُفْسِدَ مِنَ ٱلْمُصْلِحِ ۚ وَلَوْ شَآءَ ٱللَّهُ لَأَعْنَتَكُمْ ۚ إِنَّ ٱللَّهَ عَزِيزٌ حَكِيمٌۭ,0.3615,0.3239,0.3632,0.3632,REAL_ERROR
2,221,Walā tankiḥū l-mush'rikāti ḥattā yu'minna wala-amatum-mu'minatun khayrum-min mush'rikatiw-walaw aʿjabatkum walā tunkiḥū l-mush'rikīna ḥattā yu'minū walaʿabdum-mu'minun khayrum-min mush'rikiw-walaw aʿjabakum ulāika yadʿūna ilā n-nāri wal-lahu yadʿū ilā l-janati wal-maghfirati bi-idh'nihi wayubayyinu āyātihi lilnnāsi laʿallahum yatadhakkarūn,Wa laatankihul mushrikaati hattaa yu'minn; wa la amatum mu'minatun khairum mim mushrikatinw wa law a'jabatkum; wa laa tunkihul mushrikeena hattaa yu'minoo; wa la'abdummu'minun khairum mimmushrikinw wa law 'ajabakum; ulaaa'ika yad'oona ilan Naari wallaahu yad'ooo ilal Jannati walmaghfirati biiznihee wa yubaiyinu Aayaatihee linnaasi la'allahum yatazakkaroon,Wala tankihoo almushrikatihatta yu/minna walaamatun mu/minatun khayrun minmushrikatin walaw aAAjabatkum wala tunkihooalmushrikeena hatta yu/minoo walaAAabdun mu/minunkhayrun min mushrikin walaw aAAjabakum ola-ika yadAAoonaila annari wallahu yadAAooila aljannati walmaghfirati bi-ithnihiwayubayyinu ayatihi linnasilaAAallahum yatathakkaroon,وَلَا تَنكِحُوا۟ ٱلْمُشْرِكَٰتِ حَتَّىٰ يُؤْمِنَّ ۚ وَلَأَمَةٌۭ مُّؤْمِنَةٌ خَيْرٌۭ مِّن مُّشْرِكَةٍۢ وَلَوْ أَعْجَبَتْكُمْ ۗ وَلَا تُنكِحُوا۟ ٱلْمُشْرِكِينَ حَتَّىٰ يُؤْمِنُوا۟ ۚ وَلَعَبْدٌۭ مُّؤْمِنٌ خَيْرٌۭ مِّن مُّشْرِكٍۢ وَلَوْ أَعْجَبَكُمْ ۗ أُو۟لَٰٓئِكَ يَدْعُونَ إِلَى ٱلنَّارِ ۖ وَٱللَّهُ يَدْعُوٓا۟ إِلَى ٱلْجَنَّةِ وَٱلْمَغْفِرَةِ بِإِذْنِهِۦ ۖ وَيُبَيِّنُ ءَايَٰتِهِۦ لِلنَّاسِ لَعَلَّهُمْ يَتَذَكَّرُونَ,0.2235,0.2078,0.2235,0.2235,REAL_ERROR
2,222,Wayasalūnaka ʿani l-maḥīḍi qul huwa adhan fa-iʿ'tazilū n-nisāa fī l-maḥīḍi walā taqrabūhunna ḥattā yaṭhur'na fa-idhā taṭahharna fatūhunna min ḥaythu amarakumu l-lahu inna l-laha yuḥibbu t-tawābīna wayuḥibbu l-mutaṭahirīn,Wa yas'aloonaka 'anil maheedi qul huwa azan fa'tazilun nisaaa'a fil maheedi wa laa taqraboo hunna hattaa yathurna fa-izaa tathharna faatoohunna min haisu amarakumul laah; innallaaha yuhibbut Tawwaabeena wa yuhibbul mutatahhireen,Wayas-aloonaka AAani almaheediqul huwa athan faAAtaziloo annisaafee almaheedi wala taqraboohunna hattayathurna fa-itha tatahharna fa/toohunna min haythuamarakumu Allahu inna Allaha yuhibbu attawwabeenawayuhibbu almutatahhireen,وَيَسْـَٔلُونَكَ عَنِ ٱلْمَحِيضِ ۖ قُلْ هُوَ أَذًۭى فَٱعْتَزِلُوا۟ ٱلنِّسَآءَ فِى ٱلْمَحِيضِ ۖ وَلَا تَقْرَبُوهُنَّ حَتَّىٰ يَطْهُرْنَ ۖ فَإِذَا تَطَهَّرْنَ فَأْتُوهُنَّ مِنْ حَيْثُ أَمَرَكُمُ ٱللَّهُ ۚ إِنَّ ٱللَّهَ يُحِبُّ ٱلتَّوَّٰبِينَ وَيُحِبُّ ٱلْمُتَطَهِّرِينَ,0.2063,0.1847,0.2117,0.2117,REAL_ERROR
2,228,Wal-muṭalaqātu yatarabbaṣna bi-anfusihinna thalāthata qurūiw-walā yaḥillu lahunna ay-yaktum'na mā khalaqa l-lahu fī arḥāmihinna in kunna yu'minna bil-lahi wal-yawmi l-ākhiri wabuʿūlatuhunna aḥaqqu biraddihinna fī dhālika in arādū iṣ'lāḥaw-walahunna mith'lu alladhī ʿalayhinna bil-maʿrūfi walilrrijāli ʿalayhinna darajatuw-wal-lahu ʿazīzun ḥakīmun,Walmutallaqaatu yatarab basna bi anfusihinna salaasata qurooo'; wa laa yahillu lahunna ai yaktumna maa khalaqal laahu feee arhaaminhinna in kunna yu'minna billaahi wal yawmil aakhir; wa bu'oola tuhunna ahaqqu biraddihinna fee zaalika in araadooo islaahaa; wa lahunna mislul lazee 'araihinna bilma'roof; wa lirrijjaali 'alaihinna daraja; wallaahu 'Azeezun Hakeem,Walmutallaqatuyatarabbasna bi-anfusihinna thalathata quroo-in walayahillu lahunna an yaktumna ma khalaqa Allahufee arhamihinna in kunna yu/minna billahiwalyawmi al-akhiri wabuAAoolatuhunna ahaqqubiraddihinna fee thalika in aradoo islahanwalahunna mithlu allathee AAalayhinna bilmaAAroofiwalirrijali AAalayhinna darajatun wallahuAAazeezun hakeem,وَٱلْمُطَلَّقَٰتُ يَتَرَبَّصْنَ بِأَنفُسِهِنَّ ثَلَٰثَةَ قُرُوٓءٍۢ ۚ وَلَا يَحِلُّ لَهُنَّ أَن يَكْتُمْنَ مَا خَلَقَ ٱللَّهُ فِىٓ أَرْحَامِهِنَّ إِن كُنَّ يُؤْمِنَّ بِٱللَّهِ وَٱلْيَوْمِ ٱلْءَاخِرِ ۚ وَبُعُولَتُهُنَّ أَحَقُّ بِرَدِّهِنَّ فِى ذَٰلِكَ إِنْ أَرَادُوٓا۟ إِصْلَٰحًۭا ۚ وَلَهُنَّ مِثْلُ ٱلَّذِى عَلَيْهِنَّ بِٱلْمَعْرُوفِ ۚ وَلِلرِّجَالِ عَلَيْهِنَّ دَرَجَةٌۭ ۗ وَٱللَّهُ عَزِيزٌ حَكِيمٌ,0.2116,0.2158,0.2125,0.2158,REAL_ERROR
2,229,Aṭ-ṭalāqu marratāni fa-im'sākun bimaʿrūfin aw tasrīḥun bi-iḥ'sāniw-walā yaḥillu lakum an takhudhū mimmā ātaytumūhunna shayan illā ay-yakhāfā allā yuqīmā ḥudūda l-lahi fa-in khif'tum allā yuqīmā ḥudūda l-lahi falā junāḥa ʿalayhimā fīmā if'tadat bihi til'ka ḥudūdu l-lahi falā taʿtadūhā wamay-yataʿadda ḥudūda l-lahi fa-ulāika humu ẓ-ẓālimūn,Attalaaqu marrataani fa imsaakum bima'roofin aw tasreehum bi ihsaan; wa laa yahillu lakum an taakhuzoo mimmaaa aataitumoohunna shai'an illaaa ai yakhaafaaa alla yuqeemaa hudoodallahi fa in khiftum allaa yuqeemaa budoodal laahi falaa junaaha 'Alaihimaa feemaf tadat bihee tilka hudoodul laahi falaa ta'tadoohaa; wa mai yata'adda hudoodal laahi fa ulaaa'ika humuzzaa limoon,Attalaqu marratanifa-imsakun bimaAAroofin aw tasreehun bi-ihsaninwala yahillu lakum an ta/khuthoo mimmaataytumoohunna shay-an illa an yakhafaalla yuqeema hudooda Allahi fa-inkhiftum alla yuqeema hudooda Allahifala junaha AAalayhima feema iftadatbihi tilka hudoodu Allahi fala taAAtadoohawaman yataAAadda hudooda Allahi faola-ikahumu aththalimoon,ٱلطَّلَٰقُ مَرَّتَانِ ۖ فَإِمْسَاكٌۢ بِمَعْرُوفٍ أَوْ تَسْرِيحٌۢ بِإِحْسَٰنٍۢ ۗ وَلَا يَحِلُّ لَكُمْ أَن تَأْخُذُوا۟ مِمَّآ ءَاتَيْتُمُوهُنَّ شَيْـًٔا إِلَّآ أَن يَخَافَآ أَلَّا يُقِيمَا حُدُودَ ٱللَّهِ ۖ فَإِنْ خِفْتُمْ أَلَّا يُقِيمَا حُدُودَ ٱللَّهِ فَلَا جُنَاحَ عَلَيْهِمَا فِيمَا ٱفْتَدَتْ بِهِۦ ۗ تِلْكَ حُدُودُ ٱللَّهِ فَلَا تَعْتَدُوهَا ۚ وَمَن يَتَعَدَّ حُدُودَ ٱللَّهِ فَأُو۟لَٰٓئِكَ هُمُ ٱلظَّٰلِمُونَ,0.1637,0.136,0.164,0.164,REAL_ERROR
2,231,Wa-idhā ṭallaqtumu n-nisāa fabalaghna ajalahunna fa-amsikūhunna bimaʿrūfin aw sarriḥūhunna bimaʿrūfiw-walā tum'sikūhunna ḍirāral-litaʿtadū wamay-yafʿal dhālika faqad ẓalama nafsahu walā tattakhidhū āyāti l-lahi huzuwaw-wa-udh'kurū niʿ'mata l-lahi ʿalaykum wamā anzala ʿalaykum mina l-kitābi wal-ḥik'mati yaʿiẓukum bihi wa-ittaqū l-laha wa-iʿ'lamū anna l-laha bikulli shayin ʿalīmun,Wa izaa tallaqtumun nisaaa'a fabalaghna ajala hunna fa amsikoohunna bima'roofin law sarrihoo hunna bima'roof; wa laa tumsikoo hunna diraa rallita'tadoo; wa mai yaf'al zaalika faqad zalama nafsah; wa laa tattakhizooo aayaatillaahi huzuwaa; wazkuroo ni'matal laahi 'alaikum wa maaa anzala 'alaikum minal kitaabi wal ikmati ya'izukum bih; wattaqul laaha wa'lamooo annal laaha bikulli shai'i 'Aleem,Wa-itha tallaqtumu annisaafabalaghna ajalahunna faamsikoohunna bimaAAroofin aw sarrihoohunnabimaAAroofin wala tumsikoohunna diraranlitaAAtadoo waman yafAAal thalika faqad thalamanafsahu wala tattakhithoo ayati Allahihuzuwan wathkuroo niAAmata Allahi AAalaykumwama anzala AAalaykum mina alkitabi walhikmatiyaAAithukum bihi wattaqoo Allaha waAAlamooanna Allaha bikulli shay-in AAaleem,وَإِذَا طَلَّقْتُمُ ٱلنِّسَآءَ فَبَلَغْنَ أَجَلَهُنَّ فَأَمْسِكُوهُنَّ بِمَعْرُوفٍ أَوْ سَرِّحُوهُنَّ بِمَعْرُوفٍۢ ۚ وَلَا تُمْسِكُوهُنَّ ضِرَارًۭا لِّتَعْتَدُوا۟ ۚ وَمَن يَفْعَلْ ذَٰلِكَ فَقَدْ ظَلَمَ نَفْسَهُۥ ۚ وَلَا تَتَّخِذُوٓا۟ ءَايَٰتِ ٱللَّهِ هُزُوًۭا ۚ وَٱذْكُرُوا۟ نِعْمَتَ ٱللَّهِ عَلَيْكُمْ وَمَآ أَنزَلَ عَلَيْكُم مِّنَ ٱلْكِتَٰبِ وَٱلْحِكْمَةِ يَعِظُكُم بِهِۦ ۚ وَٱتَّقُوا۟ ٱللَّهَ وَٱعْلَمُوٓا۟ أَنَّ ٱللَّهَ بِكُلِّ شَىْءٍ عَلِيمٌۭ,0.0391,0.0394,0.0264,0.0394,REAL_ERROR
2,232,Wa-idhā ṭallaqtumu n-nisāa fabalaghna ajalahunna falā taʿḍulūhunna ay-yankiḥ'na azwājahunna idhā tarāḍaw baynahum bil-maʿrūfi dhālika yūʿaẓu bihi man kāna minkum yu'minu bil-lahi wal-yawmi l-ākhiri dhālikum azkā lakum wa-aṭharu wal-lahu yaʿlamu wa-antum lā taʿlamūn,Wa izaa tallaqtumun nisaaa'a fabalaghna ajalahunna falaa ta'duloo hunna ai yankihna azwaaja humna izaa taraadaw bainahum bilma' roof; zaalika yoo'azu bihee man kaana minkum yu'minu billaahi wal yawmil aakhir; zaalikum azkaa lakum wa athar; wallaahu ya'lamu wa antum laa ta'lamu wa antum laa ta'lamoon,Wa-itha tallaqtumu annisaafabalaghna ajalahunna fala taAAduloohunna an yankihnaazwajahunna itha taradaw baynahum bilmaAAroofithalika yooAAathu bihi man kanaminkum yu/minu billahi walyawmi al-akhirithalikum azka lakum waatharu wallahuyaAAlamu waantum la taAAlamoon,وَإِذَا طَلَّقْتُمُ ٱلنِّسَآءَ فَبَلَغْنَ أَجَلَهُنَّ فَلَا تَعْضُلُوهُنَّ أَن يَنكِحْنَ أَزْوَٰجَهُنَّ إِذَا تَرَٰضَوْا۟ بَيْنَهُم بِٱلْمَعْرُوفِ ۗ ذَٰلِكَ يُوعَظُ بِهِۦ مَن كَانَ مِنكُمْ يُؤْمِنُ بِٱللَّهِ وَٱلْيَوْمِ ٱلْءَاخِرِ ۗ ذَٰلِكُمْ أَزْكَىٰ لَكُمْ وَأَطْهَرُ ۗ وَٱللَّهُ يَعْلَمُ وَأَنتُمْ لَا تَعْلَمُونَ,0.0341,0.0214,0.0341,0.0341,REAL_ERROR
2,233,Wal-wālidātu yur'ḍiʿ'na awlādahunna ḥawlayni kāmilayni liman arāda ay-yutimma r-raḍāʿata waʿalā l-mawlūdi lahu riz'quhunna wakis'watuhunna bil-maʿrūfi lā tukallafu nafsun illā wus'ʿahā lā tuḍārra wālidatun biwaladihā walā mawlūdul-lahu biwaladihi waʿalā l-wārithi mith'lu dhālika fa-in arādā fiṣālan ʿan tarāḍim-min'humā watashāwurin falā junāḥa ʿalayhimā wa-in aradttum an tastarḍiʿū awlādakum falā junāḥa ʿalaykum idhā sallamtum mā ātaytum bil-maʿrūfi wa-ittaqū l-laha wa-iʿ'lamū anna l-laha bimā taʿmalūna baṣīrun,Walwaa lidaatu yurdi'na awlaada hunna hawlaini kaamilaini liman araada ai yutimmar radaa'ah; wa 'alalmawloodi lahoo rizuhunna wa kiswatuhunna bilma'roof; laatukallafu nafsun illaa wus'ahaa; laa tudaaarra waalidatum biwaladihaa wa laa mawloodul lahoo biwaladih; wa 'alal waarisi mislu zaalik; fa in araadaa Fisaalan 'an taraadim minhumaa wa tashaawurin falaa junaaha 'alaimaa; wa in arattum an tastardi'ooo awlaadakum falaa junaaha 'alaikum izaa sallamtum maaa aataitum bilma'roof; wattaqul laaha wa'lamooo annal laaha bimaa ta'maloona baseer,Walwalidatu yurdiAAnaawladahunna hawlayni kamilayni liman aradaan yutimma arradaAAata waAAala almawloodilahu rizquhunna wakiswatuhunna bilmaAAroofi latukallafu nafsun illa wusAAaha la tudarrawalidatun biwaladiha wala mawloodun lahubiwaladihi waAAala alwarithi mithlu thalikafa-in arada fisalan AAan taradinminhuma watashawurin fala junahaAAalayhima wa-in aradtum an tastardiAAoo awladakumfala junaha AAalaykum itha sallamtum maataytum bilmaAAroofi wattaqoo AllahawaAAlamoo anna Allaha bima taAAmaloona baseer,۞ وَٱلْوَٰلِدَٰتُ يُرْضِعْنَ أَوْلَٰدَهُنَّ حَوْلَيْنِ كَامِلَيْنِ ۖ لِمَنْ أَرَادَ أَن يُتِمَّ ٱلرَّضَاعَةَ ۚ وَعَلَى ٱلْمَوْلُودِ لَهُۥ رِزْقُهُنَّ وَكِسْوَتُهُنَّ بِٱلْمَعْرُوفِ ۚ لَا تُكَلَّفُ نَفْسٌ إِلَّا وُسْعَهَا ۚ لَا تُضَآرَّ وَٰلِدَةٌۢ بِوَلَدِهَا وَلَا مَوْلُودٌۭ لَّهُۥ بِوَلَدِهِۦ ۚ وَعَلَى ٱلْوَارِثِ مِثْلُ ذَٰلِكَ ۗ فَإِنْ أَرَادَا فِصَالًا عَن تَرَاضٍۢ مِّنْهُمَا وَتَشَاوُرٍۢ فَلَا جُنَاحَ عَلَيْهِمَا ۗ وَإِنْ أَرَدتُّمْ أَن تَسْتَرْضِعُوٓا۟ أَوْلَٰدَكُمْ فَلَا جُنَاحَ عَلَيْكُمْ إِذَا سَلَّمْتُم مَّآ ءَاتَيْتُم بِٱلْمَعْرُوفِ ۗ وَٱتَّقُوا۟ ٱللَّهَ وَٱعْلَمُوٓا۟ أَنَّ ٱللَّهَ بِمَا تَعْمَلُونَ بَصِيرٌۭ,0.4805,0.0423,0.4833,0.4833,REAL_ERROR
